date,time,tweet,Traduccion,sentimiento_predicho,etiqueta_sentimiento,score_sentimiento
2023-09-13,23:20:30,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores",Happy programmer day!His work is essential for the functioning of today,0,Positive,0.98207414
2023-09-13,20:45:41,"Hola muchas gracias, ya les contesté vía DM","Hi, thank you very much, I already replied via dm",0,Positive,0.95847666
2023-09-13,20:32:13,"Solucionado, gracias!","Solved, thank you!",0,Positive,0.954849
2023-09-13,16:02:39,ayuda!!,aid!!,0,Positive,0.6008023
2023-09-14,23:17:46,"Es que son horas de Venus, todavía están en tiempo xd","They are hours of Venus, they are still in time xD",0,Positive,0.65755296
2023-09-14,15:38:55,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…,Inviee in minutes from your cell phone and get profits every week.💰 Know how to grow your money with Inv ...,0,Positive,0.73016965
2023-09-15,21:23:57,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,It helped me update my version of Android to the most recent.With that already opens,0,Positive,0.9226477
2023-09-15,16:46:03,Gracias justo eso me funciono,Thanks just that I worked for me,0,Positive,0.63753456
2023-09-16,23:38:12,Yo elimine el cache en los ajustes de la app y funcionó,I eliminate the cache in the app settings and worked,0,Neutral,0.51741683
2023-09-16,23:23:44,Si me funcionó!!! Muchas gracias,If it worked for me !!!Thank you so much,0,Positive,0.9817098
2023-09-16,20:21:53,"Entren a ajustes de la app , borren el cache y funciona","Enter the app settings, delete the cache and it works",0,Positive,0.49242663
2023-09-16,05:17:38,Esto me funcionó a mi,This worked for me,0,Positive,0.8932204
2023-09-16,04:56:18,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌,Thank you very much Hey!It was already resolved.👌👌👌,0,Positive,0.98151886
2023-09-16,03:28:28,Gracias ! Lo intentare 😁,Thank you !I'll try 😁,0,Positive,0.96545726
2023-09-17,23:18:02,Gracias! También me funcionó reiniciando 🙌,Thank you!It also worked for me by restarting 🙌,0,Positive,0.97683245
2023-09-17,15:24:56,"Ya qiedo resuelto, muchas gracias!","Since resolved, thank you very much!",0,Positive,0.97702
2023-09-18,22:22:18,Funcionó gracias. Mejor que la cuenta oficial,It worked thanks.Better than the official account,0,Positive,0.89354
2023-09-18,18:10:10,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo","Thank you very much for the information, it helped me to access the application, they should publish the solution in their networks so that other users can solve it",0,Positive,0.95581806
2023-09-19,18:10:58,Confirmo hoy 19 de septiembre que funciona.. muchas gracias,I confirm September 19 that works .. Thank you very much,0,Positive,0.9732379
2023-09-19,17:56:50,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara","The most beautiful and cool colony of all of Latin America is waiting for you, discovers with Jonnah Moreno his incredible enclosures and enjoys his incredible beauty.Heybanco Heymedia Heydelocal Guadalajara",0,Positive,0.9726266
2023-09-19,17:55:31,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara",The perfect place to work while you drink delicious coffee ... and then go for a jewel of second -hand literature.Discover with Jonnah Moreno the secret places of the American colony.Heybanco Heymedia Heydelocal Guadalajara,0,Positive,0.9244989
2023-09-19,17:52:22,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara","Among cafes, a unique architecture and beautiful floors, Jonnah Moreno shows us the most peaceful face of the American colony, which is considered the most beautiful throughout Latin America.Heybanco Heymedia Heydelocal Guadalajara",0,Positive,0.94795924
2023-09-19,16:43:55,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias","Thank you very much now, for sending the update V10.39.2 of the Android app.The application works again, after 5 days that Moba was for several of us.Thank you",0,Positive,0.97252053
2023-09-19,05:21:53,"Exacto, en el 10.39.0 está todo normal.","Exactly, at 10.39.0 everything is normal.",0,Neutral,0.56999654
2023-09-20,22:28:33,Listo! Muchas gracias! :),Ready!Thank you so much!:),0,Positive,0.99060225
2023-09-20,20:42:03,Ya hoy se restableció la aplicación gracias,Today the application was restored thanks,0,Positive,0.8811957
2023-09-20,02:42:16,"X3. A las 12 sin problema, y uno desde las 6 y nada","X3.At 12 without problem, and one from 6 and nothing",0,Neutral,0.78540325
2023-09-20,02:09:44,"Gracias por la respuesta, pude habilitar mi app","Thanks for the answer, I could enable my app",0,Positive,0.91904145
2023-09-22,22:00:52,"A mi nunca me ha fallado, al contrario es de las más estables.","It has never failed me, on the contrary it is one of the most stable.",0,Positive,0.9381757
2023-09-23,17:15:22,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos.","Thank you, it should not be private information, it is for you to improve.Greetings.",0,Positive,0.7890165
2023-09-24,15:49:15,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias,How can I ask for another card without losing my previous data.Thank you,0,Positive,0.4926838
2023-09-26,23:06:29,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?,I am always recommending and I have been without a card 🤡 Return to Banamex will be the solution?,0,Neutral,0.64543897
2023-09-26,22:30:41,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias.","Hello, just to publicly thank the attention received at the time, and mention that I already received all the requested products from your Hey Shop store.Thank you so much.",0,Positive,0.97232133
2023-09-26,18:47:23,Ya lo envie,I already sent it,0,Neutral,0.7285224
2023-09-27,19:00:56,"Muchas gracias, los amo. 😭🫶🏽","Thank you very much, I love you.😭🫶🏽",0,Positive,0.98837066
2023-09-28,00:50:29,"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app.","Incredible that at this point you have to go to activate your “mobile” netkey to a branch when you change your phone.They have much to learn that without compromising your safety, they make it simple and fast from the same app.",0,Positive,0.6982156
2023-09-30,05:35:34,Yo sigo pensando que es un gran producto,I still think that it is a great product,0,Positive,0.9625005
2023-10-02,19:50:21,Gracias,Gracias,0,Neutral,0.62235206
2023-10-03,23:23:14,Yo también quiero 🫣,I also want 🫣,0,Neutral,0.5267515
2023-10-03,18:33:09,"Gracias, les acabo de escribir.","Thank you, I just wrote.",0,Positive,0.7411624
2023-10-05,16:30:02,"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo","I have the one from Banco Azteca and if it is very good, that of also this father and that of those management",0,Positive,0.87608707
2023-10-06,21:54:50,"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale.","In good Jorge, you are a very recognized person in the Honey Guild and your reputation is worth.",0,Positive,0.9527866
2023-10-11,03:04:58,👀 Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. 🤩 Habrá que darle una opounidad al podcast,👀 ORALE WHAT COOL.It offers information about personal finance within the application.🤩 We will have to give the podcast an opounity,0,Positive,0.8699369
2023-10-12,05:36:25,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias","Ganeee!If you want to be Pae of this Hey Fever, I can refer to you.Thank you",0,Positive,0.738836
2023-10-13,16:37:56,"Gracias, volví a llamar y fue rapido","Thanks, I called again and it was fast",0,Positive,0.8934814
2023-10-13,04:04:23,😮‍💨 5 estrellas al sopoe de ya se saben el dúo dinámico ☺️☺️,😮‍💨 5 stars to the sopoe already know the dynamic duo ☺️☺️,0,Positive,0.92349905
2023-10-14,22:34:37,Quedo en espera. Gracias,I am waiting.Thank you,0,Positive,0.88173294
2023-10-14,11:56:33,Felicidades a todos los que hicieron esto posible,Congratulations to all who did this possible,0,Positive,0.97512347
2023-10-16,01:22:55,Muchas gracias,Thank you so much,0,Positive,0.98310524
2023-10-17,18:13:26,"Procedo, gracias por el apoyo","PRODEDO, THANKS FOR THE SUPPORT",0,Positive,0.95202225
2023-10-18,12:23:13,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.,I received help from Fredhack88 on Telegram.It helped me to recover my account and enable the authentication of two factors in the account.I am really impressed.It will also help you with your piracy problems.,0,Positive,0.956951
2023-10-19,07:14:39,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…","Thank you I already met them, I used them, and today I leave them, they are not my thing, but I do recommend!👍 Banks F ...",0,Positive,0.5977782
2023-10-20,23:13:05,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…","We are going to surprise you!⭐️ For all our fans, we want to give you more!We are about to raise your experience to a ni ...",0,Positive,0.9703776
2023-10-21,03:46:33,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…","We are going to surprise you!⭐️ For all our fans, we want to give you more!We are about to raise your experience to a ni ...",0,Positive,0.9703776
2023-10-21,02:21:31,11% la inversión y con eso!,11% the investment and with that!,0,Neutral,0.73493797
2023-10-22,03:12:45,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…","We are going to surprise you!⭐️ For all our fans, we want to give you more!We are about to raise your experience to a ni ...",0,Positive,0.9703776
2023-10-23,19:55:44,Se va a poner bueno con heybanco,It is going to get good with Heybanco,0,Positive,0.96652
2023-10-23,03:32:06,"Estamos igual, también me sorprendí","We are the same, I also surprised",0,Neutral,0.59178793
2023-10-23,03:23:34,Yo también!,Me too!,0,Positive,0.5757394
2023-10-24,21:07:14,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.,They should surprise us with functional app.Every day you have to be erasing and installing.It lasts useful access.,0,Positive,0.8396569
2023-10-24,19:44:21,Listo enviado,Ready sent,0,Neutral,0.5761785
2023-10-24,08:53:57,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…","We are going to surprise you!⭐️ For all our fans, we want to give you more!We are about to raise your experience to a ni ...",0,Positive,0.9703776
2023-10-25,23:43:33,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…","Very good, this time Hey was wrong, he said to be different from normal banks and may even appear ...",0,Neutral,0.48001918
2023-10-25,23:19:19,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶,You were good for a while.Now my card will go to the drawer.Until ever 👋🫶,0,Neutral,0.46200612
2023-10-25,22:15:53,es muy buena opción.,It is very good option.,0,Positive,0.9363108
2023-10-25,21:43:42,"Bueno, toda historia tiene un final. Adiós","Well, every story has an end.Bye",0,Neutral,0.65316665
2023-10-25,21:36:59,"La tarjeta plata trae buen cashback, deberías darle una revisada","The silver card brings good cashback, you should give it a review",0,Positive,0.9424806
2023-10-26,20:20:52,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖","Spa for hospitality?Well, a massenger is always appreciated to endure the 3 days of the festival Czech the benefits of each fertilizer!🎟️🦁🔥 Tomorrow Prevents exclusively by Tecatepalnoe 💖",0,Positive,0.941256
2023-10-26,19:36:54,Gracias! Les envíe otra duda.,Thank you!Send you another doubt.,0,Positive,0.834609
2023-10-26,18:51:17,"Ok, estaré al pendiente, gracias","Ok, I'll be on the lookout, thank you",0,Positive,0.7759321
2023-10-27,20:52:45,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró","Thank you for my last rewards, goodbye vaquero, it was good while it lasted",0,Positive,0.9757372
2023-10-27,20:52:13,Mañana los compramos!!! 🫶🙌🏻🙌🏻,Tomorrow we buy them !!!🫶🙌🏻🙌🏻,0,Positive,0.8475081
2023-10-27,20:19:11,🦁 ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad 🎫 🫵🏻 La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.,"🦁 Thank you!The exclusive sale Heybanco is exhausted in its entirety 🎫 🫵🏻 The free sale of early ticket by 2024 will take place tomorrow, October 28 to Pair from 2:00 p.m.",0,Positive,0.9234236
2023-10-27,20:08:25,Gracias Gracias venta tempranera 🤍 Tqm,Thanks thanks early sale 🤍 tqm,0,Positive,0.91049105
2023-10-27,19:47:04,⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…,⭐️⭐️TECATE PA'L NOE 2024 !!!,0,Neutral,0.73195076
2023-10-27,18:44:33,¡Muchas gracias por tu confianza! 😀🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰🤩 ¡TE QUEREMOS!❤️,Thank you very much for your confidence!😀🤲 We are happy that formes Pae of the Klar family!🥰🤩 We love you! ❤️,0,Positive,0.99389327
2023-10-27,18:10:40,Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.,It would be the most appropriate after what cost at least 6 months of proof as Scotia did with his ideal card and then decide.,0,Neutral,0.8619894
2023-10-28,20:57:12,"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?","Thank you, continue with those proposals so inovators that they will surely attract millions of customers and mark a before and after banking in Mexico.Surely congratulations do not stop for that they even blocked their social networks.They are geniuses!Don't get tired of winning so much?",0,Positive,0.8242033
2023-10-28,18:56:45,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶,You were good for a while.Now my card will go to the drawer.Until ever 👋🫶,0,Neutral,0.46200612
2023-10-28,18:50:44,adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…,I acquired the Mega Fan membership because it came out that a benefit was an exclusive sale of Tecate ...,0,Neutral,0.6697146
2023-10-28,18:50:27,Ya cayó la actualización gracias,The update already fell thanks,0,Positive,0.7209707
2023-10-28,18:44:10,Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…,Wealthy the new memberships found one that fits my needs and I already hired it.I recommend that ...,0,Positive,0.88731813
2023-10-28,15:39:01,"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones","They already deposited me, I am really happy with their services, I hope to reconsider and re value their decisions",0,Positive,0.9674562
2023-10-28,14:40:52,Es correcto,It's right,0,Neutral,0.4877978
2023-10-28,13:35:53,Esto de me parece tipo las gasolinaras VIP,This seems to me by the VIP gas stations,0,Neutral,0.8159325
2023-10-28,13:07:09,Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.,First of all welcome to Uualá.Thanks for the feedback.It is very constructive.Several of these issues are resolved in the next Updates.Moving to a 100% bank architecture has not been easy and that affects the processes.The best is coming.Thanks since now.,0,Positive,0.9497217
2023-10-28,01:13:56,"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias 🙌","Thank you I could already communicate and I believe if my problem was solved, thanks 🙌",0,Positive,0.9596807
2023-10-29,02:17:34,Buena publicidad 👇,Good advertising 👇,0,Positive,0.86020064
2023-10-30,23:34:34,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…","Are you a student and have a brilliant idea?💡 The Challenge Emprende Hey awaits you!Paicipa and wins up to $ 50,000 for your ...",0,Positive,0.86086696
2023-10-30,21:59:22,Muchas gracias 🥰,Thank you very much 🥰,0,Positive,0.9773676
2023-10-30,21:49:32,Ahorita mismo les mando correo y número telefónico para contacto.,Right now I send mail and telephone number for contact.,0,Neutral,0.90774053
2023-10-30,19:03:02,Dale gracias a,Thanks to,0,Positive,0.57892424
2023-10-30,16:28:53,Checa creo que tiene mucho potencial!,Czech I think has a lot of potential!,0,Positive,0.9506345
2023-10-31,22:23:42,"Bien hecho, ya mero te alcanzo. 🤷🏽‍♂️","Well done, I already reach you.🤷🏽‍♂️",0,Positive,0.71477914
2023-10-31,21:13:51,¡Muchas gracias por tu confianza! 😀 🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰 🤩,Thank you very much for your confidence!😀 🤲 We are happy that formes Pae of the Klar family!🥰 🤩,0,Positive,0.99252266
2023-10-31,18:51:34,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual.","The truly interesting of Heybanco is his investment tool and, personally, it would be for the only thing I have the card and that he would pay for the plan.According to the plan you pay and if you leave money 7 or 28 days you can give you 9%, 10%, 11% or 12% annual interest.",0,Positive,0.61785597
2023-10-31,18:05:15,Ya están todos mis ahorros contigo! gracias,All my savings are already with you!thank you,0,Positive,0.9738737
2023-10-31,18:01:11,"Gracias, como siempre super atentos y efectividad en resolver dudas.","Thank you, as always super attentive and effective in solving doubts.",0,Positive,0.96511245
2023-10-31,17:44:55,Gracias por la respuesta ya conteste por DM saludos,Thanks for the answer already answered for DM Greetings,0,Positive,0.9158638
2023-10-31,15:53:03,¡Estamos para servie!,We are to serve!,0,Positive,0.55165625
2023-10-31,14:25:33,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…","Are you a student and have a brilliant idea?💡 The Challenge Emprende Hey awaits you!Paicipa and wins up to $ 50,000 for your ...",0,Positive,0.86086696
2023-10-31,03:59:10,"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins.","Phew!What a good idea, no, do I pay us in Hey Coins.",0,Positive,0.83142495
2023-10-31,03:53:34,"Mejor que anualidad, mensualidad 😏","Better than annuity, monthly 😏",0,Positive,0.718935
2023-11-01,19:33:12,Bien merecido 🫠,Well deserved 🫠,0,Positive,0.90696067
2023-11-01,02:16:06,Me encanta la publicidad de la competencia,I love competition advertising,0,Positive,0.7840616
2023-11-02,03:53:49,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.,"Invex !!The accelerator suits if you spend 10K up to month.This year I have 4,000 on flights and many Uber and Starbies cards.",0,Positive,0.71168435
2023-11-02,01:00:57,"Después de ver está entrevista, creo que es una excelente opción","After seeing this interview, I think it's an excellent option",0,Positive,0.94711256
2023-11-02,00:57:59,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!,This tweet is only to thank the speed with which they resolved unrecognized positions.I urgently needed that money that stole from my card and you helped me in just 3 days.Good things should also make up.Thanks Hey Bank!,0,Positive,0.8688252
2023-11-02,00:50:37,"Ya reflexioné, creo que están bien las membresías de","I already reflected, I think the memberships of",0,Neutral,0.8871906
2023-11-02,00:14:08,En unos meses se fue lo que lograron en años... Felicidades,In a few months he went what they achieved in years ... Congratulations,0,Positive,0.91765094
2023-11-02,00:08:41,Esta es la mejor idea para sus clientes,This is the best idea for your customers,0,Positive,0.9614157
2023-11-03,19:42:24,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida.","The truth is very good against fraud or things like that, the other banks are disregarded, all the strikes of life have made me.",0,Neutral,0.47673506
2023-11-03,19:14:00,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente.","Yes I saw that they also bring cousin of the bonus and the first year without annuity, which is what gives me codoo.And then the pink card edition 🥲.Already considering seriously.",0,Positive,0.67931974
2023-11-03,18:35:36,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen.","I love with all my being the Amex, the truth I feel that no other treat you so well, the annuity is expensive but it is worth all the sentence for the security they offer you.",0,Positive,0.90339833
2023-11-03,18:12:46,"Gracias, novio, un saludo hasta allá.","Thanks, boyfriend, greetings there.",0,Positive,0.8884681
2023-11-04,05:06:01,Gracias Mandiii,Thanks Mandiii,0,Positive,0.6537155
2023-11-07,18:45:40,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”.","Same, I already better returned to Banoe and Heybanco just for ""risk.""",0,Neutral,0.61853975
2023-11-08,22:57:26,Vamos muy bien con heybanco 👍🏾,We are doing very well with Heybanco 👍🏾,0,Positive,0.97733206
2023-11-08,17:43:43,Muy amables muchas gracias.,Very friendly thank you very much.,0,Positive,0.9842907
2023-11-08,16:06:38,"Listo, lo hice en la madrugada, gracias!!","Ready, I did it at dawn, thank you !!",0,Positive,0.9518923
2023-11-08,13:58:57,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse,Great news!!!15% is great and without paying absurd memberships now it will have much to regret,0,Positive,0.7939505
2023-11-09,17:35:17,defiéndete !!!🖤,Defend yourself !!!,0,Neutral,0.6213508
2023-11-09,07:54:23,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado,He lowered the investment yield while uploading it.All perfectly balanced,0,Positive,0.48393753
2023-11-10,23:36:40,Hey sigues siendo cliente de Saludos!,Hey you are still a greeting customer!,0,Positive,0.8396602
2023-11-10,21:16:19,recomendada,recommended,0,Neutral,0.71623814
2023-11-10,21:15:29,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años","Do it, it's an excellent option.I have 3 years with them",0,Positive,0.9184592
2023-11-10,03:27:47,"Sí, es venganza","Yes, it's revenge",0,Neutral,0.5722704
2023-11-11,01:11:31,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.,A lesson to those dogs that you want to charge for what you give for just being customers.Only cashback is missing and they will be my favorite card again.,0,Positive,0.5048853
2023-11-14,21:26:38,"Buen movimiento 🤓 ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente 😂","Good movement 🤓 ""Hey"" reminds me of Kung-Fu Panda Mantis when he grabs the ropes of the bridge 😂",0,Positive,0.86749417
2023-11-14,21:21:37,Agree. 👍🏽 Hasta una crónica les avente.,Agree.👍🏽 Even a chronicle.,0,Positive,0.7221918
2023-11-14,18:00:50,Gracias 👍,Gracias 👍,0,Positive,0.72923493
2023-11-16,16:22:08,Esto es rápido para,This is fast for,0,Neutral,0.67635036
2023-11-17,13:44:00,Nos encanta tenee con nosotros 🥰,We love to have us 🥰,0,Positive,0.98403555
2023-11-18,23:34:22,Gracias carnal.,Thanks carnal.,0,Positive,0.64883894
2023-11-21,21:20:08,No dudo que hayas sido tú hahahahahahaha.,I do not doubt that you have been you hahahahahaha.,0,Positive,0.5183764
2023-11-23,12:49:47,"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja","3MSI offers me, it would be good to see if it's true hahaha",0,Positive,0.8287392
2023-11-25,17:23:29,Beneficios de un mercado mas competitivo,Benefits of a more competitive market,0,Positive,0.758692
2023-11-25,16:40:17,"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción","Blessed is the competition, and welcome the cashback as well as a percent as the song says",0,Positive,0.82061124
2023-11-25,15:49:20,OJO ACA!! Regresan las recompensas a 🤩🤩🤩🤩,Eye here !!Rewards return to 🤩🤩🤩🤩,0,Positive,0.91400856
2023-11-25,13:16:52,Gracias nos escuchaste y por eso seguiré contigo 🫶🤗,Thanks you listened to us and that's why I will continue with you 🫶🤗,0,Positive,0.9460683
2023-11-25,11:00:45,Lo mejor que pudiste hacer amigo,The best you could make friend,0,Positive,0.74601877
2023-11-25,04:47:53,Tsss .. que bueno .,Tssss .. good.,0,Positive,0.9386725
2023-11-25,04:44:46,"Hiciste bien, tío ☺️","You did well, uncle ☺️",0,Positive,0.9666331
2023-11-26,18:53:13,Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero,I recommend you are also Mexican and it is not bankrupt with the deburrousurero teeth,0,Neutral,0.59830797
2023-11-26,16:58:44,"Gracias por la respuesta, estare atento saludos tio","Thanks for the answer, I will be attentive greetings Uncle",0,Positive,0.9319087
2023-11-27,23:58:29,Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩,Thank you 🙏 😍👌 @so sonumx @nubank I hope it serves as learning to the other platforms if you want our money as investors.Fyi @dinnactinver @heybanco @UALA @UALA_MEX @MERCADAPAGOMEX @FINSUSAPP,0,Positive,0.9398518
2023-11-27,09:38:19,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…","Incredible customer service I have always paid on time, I am within the payment period and ...",0,Positive,0.8670636
2023-11-28,10:47:12,el mejor banco,The best bank,0,Positive,0.8558416
2023-11-29,09:13:31,"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho","I joined in July 2019 and it has been very useful for my online transactions, I really recommend it",0,Positive,0.98586243
2023-11-30,10:15:52,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras","Hey Banco I like a lot, Iwal Mercado Pago Apae that is super practical and the money that you have there is invented in GBM and generates you some extra pesos",0,Positive,0.96066254
2023-12-01,21:23:51,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…,🎁 Promotion for all our hey customers!Take advantage of seasonal purchases and receive cash rewards.List@ p ...,0,Positive,0.89761585
2023-12-01,16:26:31,Me gustaba porque repoaba a buró de crédito,I liked it because I repaired credit bureau,0,Positive,0.8290022
2023-12-01,08:55:31,Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?,HeyBank that has come to light the complete choreo.I liked the end to the Indian.What is the name of the work they interpret?,0,Positive,0.84881896
2023-12-02,20:22:15,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?,I am always recommending and I have been without a card 🤡 Return to Banamex will be the solution?,0,Neutral,0.64543897
2023-12-02,11:30:48,terminos y condiciones por favor,Terms and conditions please,0,Neutral,0.68022317
2023-12-05,15:45:46,Jajajaja,Hahaha,0,Positive,0.49380127
