Unnamed: 0,date,time,tweet,tweet_translated,tweet_traducido,etiqueta_sentimiento,score_sentimiento
512,2023-08-30,00:11:50,queja hablan facewithrollingeyes quejas trabajan muy bien redheart,Complaint speak FacewithRollingeyes complaints very well Redheart,Complaint speak FacewithRollingeyes complaints very well Redheart,Neutral,0.660952
513,2023-08-31,04:02:55,recompensa total banoe llegan menos 3 habiles mail,Total reward Banoe Less less 3 mail beans,Total reward Banoe Less less 3 mail beans,Neutral,0.84868354
514,2023-09-01,18:06:14,muy felices contentos clientes hoy pudieron estrenar nuevo hogar inovaserviciosfinancieros cuauhtemocchihuahua creditos heybanco,Very happy happy customers today could release new home innoviciosfinancieros Cuauhtemocchihuahua Credits Heybanco,Very happy happy customers today could release new home innoviciosfinancieros Cuauhtemocchihuahua Credits Heybanco,Positive,0.9865763
515,2023-09-01,16:25:34,perfecto pude entrar app segun dispositivo compatible aunque mas recientes samsung prefiero cambiar banco cambiar equipo,Perfect I could enter app according to compatible device but more recent Samsung prefer to change bank change equipment,Perfect I could enter app according to compatible device but more recent Samsung prefer to change bank change equipment,Neutral,0.51235807
516,2023-09-01,00:51:39,bien padre,good father,good father,Positive,0.7980994
517,2023-09-04,19:50:21,aplausos equipo meltingface,applause equiple meltingface,applause equiple meltingface,Neutral,0.67200017
518,2023-09-05,23:52:00,quisiera saber si puedo ser acreedor tarjeta credito tradicional debido llevo mas seis meses uso garantizada mejorado historial muy significativamente,I would like to know if I can be a creditor traditional credit card due to have more than six months improved History very significant,I would like to know if I can be a creditor traditional credit card due to have more than six months improved History very significant,Neutral,0.64415395
520,2023-09-05,03:39:27,heybanco implementado chatbot muy interesante llamado heygpt resuelve dudas productos sorprendio bastante creo gran avance mejorar experiencia atencion clientes aca cuento,Heybanco implemented very interesting chatbot called Heygpt Solve doubts products surprised enough I think great progress improvement customer attention here story,Heybanco implemented very interesting chatbot called Heygpt Solve doubts products surprised enough I think great progress improvement customer attention here story,Positive,0.9795186
521,2023-09-05,02:53:41,uso banco siempre resuelven rapido mil veces mas rapido vs banamex haha,use bank always resolve a thousand times faster vs banamex haha,use bank always resolve a thousand times faster vs banamex haha,Positive,0.8508248
522,2023-09-10,21:18:12,heybanco salido buena,Heybanco left good,Heybanco left good,Positive,0.7617009
523,2023-09-12,22:40:28,gracias,gracias,gracias,Neutral,0.6270798
524,2023-09-12,02:35:10,chulada cuenta buenos rendimientos moneymouthface aplicacion funcionando hundredpoints comisiones ninguna especie necesito ninguna institucion nunca cambien ehhh empezo klar luego cumplio smilingfacethumbsuplightskintone,Chulada counts good yield,Chulada counts good yield,Positive,0.68298537
525,2023-09-13,23:20:30,feliz programador trabajo esencial funcionamiento sociedad actual traemos datos impoantes profesion mantechnologistlightskintone heybancomedia heybanco diadelprogramador programadores,HAPPY PROGRAMMER ESSENTIAL WORKING CURRENT SOCIETY WE BRING IMPOINT DATA PROFESSION MANCHNOLOGISTLIGHTSIKINTONE HEYBANCOMEDIA HEYBANCO DIADELPROGRAMADOR PROGRAMMERS,HAPPY PROGRAMMER ESSENTIAL WORKING CURRENT SOCIETY WE BRING IMPOINT DATA PROFESSION MANCHNOLOGISTLIGHTSIKINTONE HEYBANCOMEDIA HEYBANCO DIADELPROGRAMADOR PROGRAMMERS,Positive,0.9002166
526,2023-09-13,20:45:41,muchas gracias conteste via dm,Thank you very much answer via dm,Thank you very much answer via dm,Positive,0.95445156
527,2023-09-13,20:32:13,solucionado gracias,"Solved, thank you","Solved, thank you",Positive,0.88885367
528,2023-09-13,16:02:39,ayuda,aid,aid,Neutral,0.5711734
529,2023-09-14,23:17:46,horas venus todavia estan tiempo xd,Venus hours are still time xD,Venus hours are still time xD,Positive,0.5530052
530,2023-09-14,15:38:55,inviee cuestion minutos celular obten ganancias cada semana moneybag conoce hacer crecer dinero inv...,INVIAS QUESTION MINUTES CELLULAR OBTAIN EVENING EVERY WEEK BAG KNOWS MAKE MONEY INV ...,INVIAS QUESTION MINUTES CELLULAR OBTAIN EVENING EVERY WEEK BAG KNOWS MAKE MONEY INV ...,Neutral,0.8338297
531,2023-09-15,21:23:57,sirvio actualizar version android mas reciente abre,served update more recent Android version opens,served update more recent Android version opens,Neutral,0.7100482
532,2023-09-15,16:46:03,gracias justo funciono,Thanks just it worked,Thanks just it worked,Positive,0.86410385
533,2023-09-16,23:38:12,elimine cache ajustes app funciono,Eliminate cache adjustments app worked,Eliminate cache adjustments app worked,Positive,0.60734344
534,2023-09-16,23:23:44,si funciono muchas gracias,If it worked thank you very much,If it worked thank you very much,Positive,0.9660352
535,2023-09-16,20:21:53,entren ajustes app borren cache funciona,Enter appoing rough coach works,Enter appoing rough coach works,Neutral,0.7759362
536,2023-09-16,05:17:38,funciono,it worked,it worked,Positive,0.7684827
537,2023-09-16,04:56:18,muchas gracias hey quedo resuelto,Thank you very much Hey I am resolved,Thank you very much Hey I am resolved,Positive,0.9625431
538,2023-09-16,03:28:28,gracias intentare beamingfacewithsmilingeyes,gracias intentare beamingfacewithsmilingeyes,gracias intentare beamingfacewithsmilingeyes,Positive,0.65813744
539,2023-09-17,23:18:02,gracias tambien funciono reiniciando raisinghands,Thanks also worked by restarting raisinghands,Thanks also worked by restarting raisinghands,Positive,0.8310126
540,2023-09-17,15:24:56,qiedo resuelto muchas gracias,Qiedo resolved thank you very much,Qiedo resolved thank you very much,Positive,0.9491173
541,2023-09-18,22:22:18,funciono gracias mejor cuenta oficial,It worked thanks better official account,It worked thanks better official account,Positive,0.93250823
542,2023-09-18,18:10:10,muchas gracias informacion sirvio poder acceder aplicacion deberian publicar solucion redes usuarios puedan solucionarlo,Thank you very much information to be able to access application should publish solution users can solve it,Thank you very much information to be able to access application should publish solution users can solve it,Positive,0.90516895
543,2023-09-19,18:10:58,confirmo hoy 19 septiembre funciona muchas gracias,I confirm today September 19 works very much,I confirm today September 19 works very much,Positive,0.9294379
544,2023-09-19,17:56:50,colonia mas bonita cool latinoamerica esperando descubre jonnah moreno increibles recintos disfruta increible belleza heybanco heymedia heydelocal guadalajara,Most beautiful colony Cool Latin America Waiting Discover Jonnah Moreno Amazing enclosure Enjoy Incredible Beauty Heybanco Heymedia Heydelocal Guadalajara,Most beautiful colony Cool Latin America Waiting Discover Jonnah Moreno Amazing enclosure Enjoy Incredible Beauty Heybanco Heymedia Heydelocal Guadalajara,Positive,0.9723849
545,2023-09-19,17:55:31,lugar perfecto sentae trabajar mientras tomas delicioso cafe despues ir joya literatura segunda mano descubre jonnah moreno lugares secretos colonia americana heybanco heymedia heydelocal guadalajara,Perfect place to sit down while you take delicious coffee then go jewel literature second hand discovers Jonnah Moreno Secret places American colony heybanco heymedia heydelocal guadalajara,Perfect place to sit down while you take delicious coffee then go jewel literature second hand discovers Jonnah Moreno Secret places American colony heybanco heymedia heydelocal guadalajara,Positive,0.9295047
546,2023-09-19,17:52:22,cafeterias arquitectura unica bonitos pisos jonnah moreno muestra cara mas apacible colonia americana considerada mas bonita latinoamerica heybanco heymedia heydelocal guadalajara,CAFETERIAS UNICA ARCHITECTURE JONNAH MORENO FLOORS SHOWS,CAFETERIAS UNICA ARCHITECTURE JONNAH MORENO FLOORS SHOWS,Neutral,0.8905694
547,2023-09-19,16:43:55,muchas gracias ahora si mandar actualizacion v10 39 2 app android aplicacion funciona nuevamente tras 5 muea varios gracias,Thank you very much now if you send update V10 39 2 Android Application App works again after 5 Muea several thanks,Thank you very much now if you send update V10 39 2 Android Application App works again after 5 Muea several thanks,Positive,0.96521485
548,2023-09-19,05:21:53,exacto 10 39 0 normal,Exact 10 39 0 normal,Exact 10 39 0 normal,Neutral,0.8515177
549,2023-09-20,22:28:33,listo muchas gracias,Ready thank you very much,Ready thank you very much,Positive,0.94915265
550,2023-09-20,20:42:03,hoy restablecio aplicacion gracias,Today Restabecio Application Thank you,Today Restabecio Application Thank you,Positive,0.9252447
551,2023-09-20,02:42:16,x3 12 problema 6,KZ 12 Problems W,KZ 12 Problems W,Neutral,0.7741607
552,2023-09-20,02:09:44,gracias respuesta pude habilitar app,Thanks Answer I could enable app,Thanks Answer I could enable app,Positive,0.62274647
553,2023-09-22,22:00:52,nunca fallado contrario mas estables,Never failed opposite more stable,Never failed opposite more stable,Positive,0.504143
554,2023-09-23,17:15:22,gracias deberia ser informacion privada ustedes mejoren,THANK YOU MUST BE PRIVATE INFORMATION You improve,THANK YOU MUST BE PRIVATE INFORMATION You improve,Positive,0.81578064
555,2023-09-24,15:49:15,puedo pedir tarjeta perder datos anteriores gracias,I can ask for card losing previous data thanks,I can ask for card losing previous data thanks,Neutral,0.7642387
556,2023-09-26,23:06:29,siempre recomendando llevo 2 meses tarjeta clownface regresar banamex sera solucion,Always recommending for 2 months CLOWNFACE Card return Banamex will be solution,Always recommending for 2 months CLOWNFACE Card return Banamex will be solution,Neutral,0.72405595
557,2023-09-26,22:30:41,solo agradecer publicamente atencion recibida momento mencionar recibi productos solicitado tienda hey shop muchas gracias,Just thank you publicly attention received at the time mentioned I received products requested Hey Shop Shop thank you very much,Just thank you publicly attention received at the time mentioned I received products requested Hey Shop Shop thank you very much,Positive,0.96931946
558,2023-09-26,18:47:23,envie,envy,envy,Neutral,0.5422497
559,2023-09-27,19:00:56,muchas gracias amo loudlycryingfacehearthandsmediumskintone,Thank you very much I love LoudlycryingFacehearthandsmediumskintone,Thank you very much I love LoudlycryingFacehearthandsmediumskintone,Positive,0.9871703
560,2023-09-28,00:50:29,"increible alturas ir activar netkey ""movil"" sucursal cambias telefono mucho aprender comprometer seguridad hacen simple rapido misma app","Incredible heights go activate netkey ""mobile"" branch you change phone very much learning compromise safety they make simple app","Incredible heights go activate netkey ""mobile"" branch you change phone very much learning compromise safety they make simple app",Positive,0.74255544
561,2023-09-30,05:35:34,sigo pensando gran producto,I still think of great product,I still think of great product,Positive,0.90854216
562,2023-10-02,19:50:21,gracias,gracias,gracias,Neutral,0.6270798
563,2023-10-03,23:23:14,tambien quiero facewithpeekingeye,I also want Facewithpeekingeye,I also want Facewithpeekingeye,Neutral,0.64080346
564,2023-10-03,18:33:09,gracias acabo escribir,Thanks I just write,Thanks I just write,Neutral,0.6749283
565,2023-10-05,16:30:02,banco azteca si muy bien tambien padre manejo,Azteca Banco yes very well also father handling,Azteca Banco yes very well also father handling,Positive,0.8973277
566,2023-10-06,21:54:50,hora buena jorge persona muy reconocida gremio mielero reputacion vale,Good time Jorge very recognized person guild honey reaputation is worth,Good time Jorge very recognized person guild honey reaputation is worth,Positive,0.94580954
567,2023-10-11,03:04:58,eyes orale cool ofrece informacion finanzas personales dentro aplicacion starstruck habra darle opounidad podcast,Eyes Orale Cool offers personal finance information inside Application Starstruck will have given podcast opounity,Eyes Orale Cool offers personal finance information inside Application Starstruck will have given podcast opounity,Neutral,0.62167305
568,2023-10-12,05:36:25,ganeee si quieres ser pae fiebre hey puedo referir gracias,Ganeee if you want to be pae fever hey I can refer thanks,Ganeee if you want to be pae fever hey I can refer thanks,Positive,0.60754603
569,2023-10-13,16:37:56,gracias volvi llamar rapido,Thanks again calling,Thanks again calling,Positive,0.89409816
570,2023-10-13,04:04:23,faceexhaling 5 estrellas sopoe saben duo dinamico smilingfacesmilingface,face exhaling 5 estrellas sopoe saben duo dinamico smilingfacesmilingface,face exhaling 5 estrellas sopoe saben duo dinamico smilingfacesmilingface,Neutral,0.80532914
571,2023-10-14,22:34:37,quedo espera gracias,I wait thanks,I wait thanks,Neutral,0.6322804
572,2023-10-14,11:56:33,felicidades hicieron posible,Congratulations made possible,Congratulations made possible,Positive,0.9576339
573,2023-10-16,01:22:55,muchas gracias,thank you so much,thank you so much,Positive,0.9779764
574,2023-10-17,18:13:26,procedo gracias apoyo,I proceed thanks support,I proceed thanks support,Positive,0.89404017
575,2023-10-18,12:23:13,recibi ayuda fredhack88 telegram ayudo recuperar cuenta habilitar autenticacion dos factores cuenta realmente impresionado tambien ayudara problemas pirateria,I received help Fredhack88 Telegram helped recover account enabling authentication two factors really impressed will also help piracy problems,I received help Fredhack88 Telegram helped recover account enabling authentication two factors really impressed will also help piracy problems,Positive,0.89019203
576,2023-10-19,07:14:39,gracias conoci use hoy dejo definitivamente mio si recomiendo thumbsup bancos f...,"Thank you, I used today I leave myself if I recommend Thumbsup Banks F ...","Thank you, I used today I leave myself if I recommend Thumbsup Banks F ...",Positive,0.8809271
577,2023-10-20,23:13:05,vamos sorprender star fans queremos dar mas punto elevar experiencia ni...,We are going to surprise Star Fans we want to give more point to raise experience or ...,We are going to surprise Star Fans we want to give more point to raise experience or ...,Positive,0.7796544
578,2023-10-21,03:46:33,vamos sorprender star fans queremos dar mas punto elevar experiencia ni...,We are going to surprise Star Fans we want to give more point to raise experience or ...,We are going to surprise Star Fans we want to give more point to raise experience or ...,Positive,0.7796544
579,2023-10-21,02:21:31,11 inversion,11 inversion,11 inversion,Negative,0.51876086
580,2023-10-22,03:12:45,vamos sorprender star fans queremos dar mas punto elevar experiencia ni...,We are going to surprise Star Fans we want to give more point to raise experience or ...,We are going to surprise Star Fans we want to give more point to raise experience or ...,Positive,0.7796544
581,2023-10-23,19:55:44,va poner bueno heybanco,It will put good heybanco,It will put good heybanco,Positive,0.8504668
582,2023-10-23,03:32:06,igual tambien sorprendi,The same also surprised,The same also surprised,Neutral,0.671224
583,2023-10-23,03:23:34,tambien,also,also,Neutral,0.550158
584,2023-10-24,21:07:14,deberian sorprender app funcional borrando instalando dura acceso util,They should surprise functional app de erasing installing hard access to use,They should surprise functional app de erasing installing hard access to use,Neutral,0.67591256
585,2023-10-24,19:44:21,listo enviado,ready sent,ready sent,Neutral,0.5810002
586,2023-10-24,08:53:57,vamos sorprender star fans queremos dar mas punto elevar experiencia ni...,We are going to surprise Star Fans we want to give more point to raise experience or ...,We are going to surprise Star Fans we want to give more point to raise experience or ...,Positive,0.7796544
587,2023-10-25,23:43:33,muy buena vez hey equivoco decia ser diferente bancos normales incluso puede apair...,Very much hey mistake said to be different normal banks can even appear ...,Very much hey mistake said to be different normal banks can even appear ...,Neutral,0.5439403
588,2023-10-25,23:19:19,bueno tiempo ahora tarjeta ira cajon nunca wavinghandhearthands,Well time now anger card never wavinghandhearthands,Well time now anger card never wavinghandhearthands,Negative,0.5752412
589,2023-10-25,22:15:53,muy buena opcion,Very good option,Very good option,Positive,0.9110089
590,2023-10-25,21:43:42,bueno toda historia final adios,Well all Final History Goodbye,Well all Final History Goodbye,Neutral,0.6270915
591,2023-10-25,21:36:59,tarjeta plata trae buen cashback deberias darle revisada,Silver card brings good cashback you should give it review,Silver card brings good cashback you should give it review,Positive,0.9195612
592,2023-10-26,20:20:52,spa hospitality bueno siempre agradece masajito aguantar 3 festival checa beneficios cada abono admissionticketslionfire manana prevents exclusiva tecatepalnoe sparklingheart,spa hospitity good always appreciates masseng,spa hospitity good always appreciates masseng,Positive,0.9335256
593,2023-10-26,19:36:54,gracias envie duda,"Thank you, send doubt","Thank you, send doubt",Positive,0.70015836
594,2023-10-26,18:51:17,ok estare pendiente gracias,Ok I'll be pending thanks,Ok I'll be pending thanks,Positive,0.6468392
595,2023-10-27,20:52:45,gracias ultimas recompensas adios vaquero bueno mientras duro,thanks last rewards goodbye goodbye while hard,thanks last rewards goodbye goodbye while hard,Neutral,0.5955097
596,2023-10-27,20:52:13,manana compramos hearthandsraisinghandslightskintoneraisinghandslightskintone,manana compramos hearthandsraisinghandslightskintoneraisinghandslightskintone,manana compramos hearthandsraisinghandslightskintoneraisinghandslightskintone,Neutral,0.86056536
597,2023-10-27,20:19:11,lion gracias venta exclusiva heybanco agotada totalidad ticket indexpointingattheviewerlightskintone venta libre boleto tempranero 2024 tendra lugar manana 28 octubre pair 1400 hrs,Lion thanks exclusive sale heybanco exhausted totality tickt indexpintingattheviewerlightskintone free sale early ticket 2024 will take place tomorrow October 28 pair 1400 hrs,Lion thanks exclusive sale heybanco exhausted totality tickt indexpintingattheviewerlightskintone free sale early ticket 2024 will take place tomorrow October 28 pair 1400 hrs,Neutral,0.8371799
598,2023-10-27,20:08:25,gracias gracias venta tempranera whiteheart tqm,Thank you early sale Whiteheart tqm,Thank you early sale Whiteheart tqm,Positive,0.89951247
599,2023-10-27,19:47:04,starstartecate pal noe 2024starstar policecarlightsi hey banco aprovechen hoy buenos descuentos abono tempranero...,STARSTAR TECATE PAL NORTH 2024 STARSTAR POLICECARLIGHTSI HEY BANK TO TAKE ADVANTAGE TODAY GOOD DISCOUNTS EARLY SHARE ...,STARSTAR TECATE PAL NORTH 2024 STARSTAR POLICECARLIGHTSI HEY BANK TO TAKE ADVANTAGE TODAY GOOD DISCOUNTS EARLY SHARE ...,Neutral,0.5012288
600,2023-10-27,18:44:33,muchas gracias confianza grinningfacepalmsuptogether felices formes pae familia klar smilingfacewithheartsstarstruck queremosredheart,Thank you very much Grinningfacepalmsuptogether Happy Flash Family Klar SmilingFacewithheartsstarstruck We want toredheart,Thank you very much Grinningfacepalmsuptogether Happy Flash Family Klar SmilingFacewithheartsstarstruck We want toredheart,Positive,0.9835301
601,2023-10-27,18:10:40,seria mas adecuado despues costo menos 6 meses prueba hacia scotia tarjeta ideal despues decides,It would be more adequate after cost less 6 months proves towards scotia ideal card later decide,It would be more adequate after cost less 6 months proves towards scotia ideal card later decide,Positive,0.5726954
602,2023-10-28,20:57:12,gracias sigan propuestas tan inovadoras seguramente atraeran millones clientes marcaran despues banca mexico seguro felicitaciones paran bloquearon redes sociales genios cansan ganar,"Thank you continue such innovative proposals, surely attract millions of clients later, they will later bank congratulations.","Thank you continue such innovative proposals, surely attract millions of clients later, they will later bank congratulations.",Positive,0.97507757
603,2023-10-28,18:56:45,bueno tiempo ahora tarjeta ira cajon nunca wavinghandhearthands,Well time now anger card never wavinghandhearthands,Well time now anger card never wavinghandhearthands,Negative,0.5752412
604,2023-10-28,18:50:44,adquiri membresia mega fan salio beneficio venta exclusiva tecate...,Acquire Membresia Mega Fan Salio Exclusive sale Tecate ...,Acquire Membresia Mega Fan Salio Exclusive sale Tecate ...,Neutral,0.91791546
605,2023-10-28,18:50:27,cayo actualizacion gracias,Cayo update thanks,Cayo update thanks,Positive,0.5149716
606,2023-10-28,18:44:10,padrisimas nuevas membresias encontre ajusta necesidades contrate recomiendo q...,Padrisimas new memberships find adjusts needs hire I recommend that ...,Padrisimas new memberships find adjusts needs hire I recommend that ...,Neutral,0.5223417
607,2023-10-28,15:39:01,depositaron verdad contento servicios espero recapaciten re valoren decisiones,They deposited true services I hope they reconsider re value decisions,They deposited true services I hope they reconsider re value decisions,Neutral,0.73975766
608,2023-10-28,14:40:52,correcto,correct,correct,Neutral,0.6207305
609,2023-10-28,13:35:53,parece tipo gasolinaras vip,VIP gas stations looks like type,VIP gas stations looks like type,Neutral,0.50626546
610,2023-10-28,13:07:09,bienvenido uala gracias feedback muy constructivo varios temas resuelven proximos updates mudarse arquitectura 100 bancaria sido facil afecta cieos procesos viene mejor gracias,WELCOME UALA THANKS FEEDback Very constructive Several themes resolve Conceximos Updates Muder Architecture 100 Banking Easy has affects Cieos Processes comes better thanks,WELCOME UALA THANKS FEEDback Very constructive Several themes resolve Conceximos Updates Muder Architecture 100 Banking Easy has affects Cieos Processes comes better thanks,Positive,0.9683547
611,2023-10-28,01:13:56,gracias pude comunicarme creo si soluciono problema gracias raisinghands,Thanks I could communicate if I solve problem thanks Raisinghands,Thanks I could communicate if I solve problem thanks Raisinghands,Positive,0.7965704
612,2023-10-29,02:17:34,buena publicidad backhandindexpointingdown,Good advertising backhandindexpointingDown,Good advertising backhandindexpointingDown,Positive,0.8259332
613,2023-10-30,23:34:34,estudiante idea brillante lightbulb reto emprende hey espera paicipa gana 50 000 tu...,"Student brilliant idea Lightbulb Challenge Entrende Hey expects Paicipa wins 50,000 you ...","Student brilliant idea Lightbulb Challenge Entrende Hey expects Paicipa wins 50,000 you ...",Positive,0.8127105
614,2023-10-30,21:59:22,muchas gracias smilingfacewithhearts,Thank you very much Smiling Face with Hearts,Thank you very much Smiling Face with Hearts,Positive,0.97979546
615,2023-10-30,21:49:32,ahorita mismo mando correo numero telefonico contacto,Right now Mail Telephone Number Contact,Right now Mail Telephone Number Contact,Neutral,0.92237526
616,2023-10-30,19:03:02,dale gracias,Say thanks,Say thanks,Neutral,0.63328236
617,2023-10-30,16:28:53,checa creo mucho potencial,Czech I think a lot of potential,Czech I think a lot of potential,Positive,0.8521421
618,2023-10-31,22:23:42,bien hecho mero alcanzo manshruggingmediumskintone,"Well done me, I reached meshruggingmediumskintone","Well done me, I reached meshruggingmediumskintone",Positive,0.8681847
619,2023-10-31,21:13:51,muchas gracias confianza grinningface palmsuptogether felices formes pae familia klar smilingfacewithhearts starstruck,Thank you very much Trust Grinningface Palmsuptogether Happy formes Pae Family Klar SmilingFacewithhearts Starstruck,Thank you very much Trust Grinningface Palmsuptogether Happy formes Pae Family Klar SmilingFacewithhearts Starstruck,Positive,0.98032147
620,2023-10-31,18:51:34,verdaderamente interesante heybanco herramienta inversion personal seria unico tarjeta pagaria plan segun plan pagues si dejas dinero 7 28 pueden dar 9 10 11 12 interes anual,Truly interesting heybanco personal investment tool would be a single card to pay plan according to plan if you leave money 7 28 can give 9 10 11 12 annual interest,Truly interesting heybanco personal investment tool would be a single card to pay plan according to plan if you leave money 7 28 can give 9 10 11 12 annual interest,Positive,0.7667119
621,2023-10-31,18:05:15,estan ahorros contigo gracias,are savings with you thanks,are savings with you thanks,Positive,0.7374796
622,2023-10-31,18:01:11,gracias siempre super atentos efectividad resolver dudas,thanks always super attentive effectiveness resolve doubts,thanks always super attentive effectiveness resolve doubts,Positive,0.7247791
623,2023-10-31,17:44:55,gracias respuesta conteste dm,Thanks Answer Answer DM,Thanks Answer Answer DM,Neutral,0.6303488
624,2023-10-31,15:53:03,servie,served,served,Neutral,0.50650537
625,2023-10-31,14:25:33,estudiante idea brillante lightbulb reto emprende hey espera paicipa gana 50 000 tu...,"Student brilliant idea Lightbulb Challenge Entrende Hey expects Paicipa wins 50,000 you ...","Student brilliant idea Lightbulb Challenge Entrende Hey expects Paicipa wins 50,000 you ...",Positive,0.8127105
626,2023-10-31,03:59:10,uf buena idea pague hey coins,UF good idea pay hey coins,UF good idea pay hey coins,Positive,0.5524226
627,2023-10-31,03:53:34,mejor anualidad mensualidad smirkingface,Better annuity monthly SMIRKINGFACE,Better annuity monthly SMIRKINGFACE,Neutral,0.57007575
628,2023-11-01,19:33:12,bien merecido meltingface,well deserved meltingface,well deserved meltingface,Positive,0.6634538
629,2023-11-01,02:16:06,encanta publicidad competencia,LOVE COMPETITION ADVERTISING,LOVE COMPETITION ADVERTISING,Positive,0.9119027
630,2023-11-02,03:53:49,invex acelerador conviene muchisimo si gastas 10k arriba mes ano llevo 4 mil vuelos muchas tarjetitas uber starbies,INVX ACCELERATOR should be very,INVX ACCELERATOR should be very,Neutral,0.7405602
631,2023-11-02,01:00:57,despues ver entrevista creo excelente opcion,Then see interview I think excellent option,Then see interview I think excellent option,Positive,0.7901111
632,2023-11-02,00:57:59,tweet solo agradecer rapidez resolvieron cargos reconocidos necesitaba urgentemente dinero robaron tarjeta ustedes ayudaron solo 3 tambien cosas buenas deberian compairse gracias hey banco,Tweet just thanked quickly resolved charges urgently needed money.,Tweet just thanked quickly resolved charges urgently needed money.,Positive,0.64083415
633,2023-11-02,00:50:37,reflexione creo estan bien membresias,I think they are fine memberships,I think they are fine memberships,Positive,0.8862143
634,2023-11-02,00:14:08,meses lograron anos felicidades,months have achieved years congratulations,months have achieved years congratulations,Positive,0.900755
635,2023-11-02,00:08:41,mejor idea clientes,Best Idea Clients,Best Idea Clients,Positive,0.7512773
636,2023-11-03,19:42:24,verdad muy buenos fraudes cosas demas bancos mega desentienden hecho paros vida,Very good fraud other things mega banks disregard up for life,Very good fraud other things mega banks disregard up for life,Neutral,0.4479061
637,2023-11-03,19:14:00,si vi ademas traen primo bono primer ano anualidad da codoo luego edicion tarjeta rosa smilingfacewithtear considerando seriamente,If I also bring cousin bono first anus annuity gives codoo then edition pink card Smilingfacewithteo seriously considering,If I also bring cousin bono first anus annuity gives codoo then edition pink card Smilingfacewithteo seriously considering,Neutral,0.86442596
638,2023-11-03,18:35:36,amo ser amex verdad siento ninguna tratan tan bien cara anualidad si vale toda pena seguridad ofrecen,"I love to be amex, I feel any, they treat so well expensive annuity if it is worth all security offers","I love to be amex, I feel any, they treat so well expensive annuity if it is worth all security offers",Positive,0.973046
639,2023-11-03,18:12:46,gracias novio saludo alla,THANK YOU GREETING THERE,THANK YOU GREETING THERE,Positive,0.92397773
640,2023-11-04,05:06:01,gracias mandiii,Thanks Mandiii,Thanks Mandiii,Positive,0.6537155
641,2023-11-07,18:45:40,"same mejor regrese banoe heybanco solo compras ""riesgo""","Same better Banoe Heybanco only purchases ""Risk""","Same better Banoe Heybanco only purchases ""Risk""",Neutral,0.59822994
642,2023-11-08,22:57:26,vamos muy bien heybanco thumbsupmediumdarkskintone,We are doing very good heybanco thumbsupmediumdarkskintone,We are doing very good heybanco thumbsupmediumdarkskintone,Positive,0.97853583
643,2023-11-08,17:43:43,muy amables muchas gracias,very friendly thank you very much,very friendly thank you very much,Positive,0.98447037
644,2023-11-08,16:06:38,listo hice madrugada gracias,Ready I got early thanks,Ready I got early thanks,Positive,0.8470817
645,2023-11-08,13:58:57,excelente noticia 15 genial necesidad pagar membresias absurdas ahora si tendra mucho arrepentirse,excellent news 15 great need to pay absurd memberships now if you will have a lot to regret it,excellent news 15 great need to pay absurd memberships now if you will have a lot to regret it,Positive,0.51294845
646,2023-11-09,17:35:17,defiendete blackheart,defend you Blackheart,defend you Blackheart,Neutral,0.6133947
647,2023-11-09,07:54:23,bajo rendimiento inversion mientras subio perfectamente equilibrado,Low investment performance while perfectly balanced,Low investment performance while perfectly balanced,Neutral,0.5429625
648,2023-11-10,23:36:40,hey sigues siendo cliente,Hey you are still a customer,Hey you are still a customer,Neutral,0.7113002
649,2023-11-10,21:16:19,recomendada,recommended,recommended,Neutral,0.71623814
650,2023-11-10,21:15:29,hazlo excelente opcion 3 anos,Do it excellent option 3 years,Do it excellent option 3 years,Neutral,0.5828484
651,2023-11-10,03:27:47,si venganza,If revenge,If revenge,Neutral,0.6893318
652,2023-11-11,01:11:31,leccion perros quieren cobrar ustedes dan solo ser clientes solo falta cashback van volver ser tarjeta preferida,LESSON Dogs want to charge you just be customers only cashback go back to be a preferred card,LESSON Dogs want to charge you just be customers only cashback go back to be a preferred card,Neutral,0.7623824
653,2023-11-14,21:26:38,buen movimiento nerdface hey recuerda mantis kungfu panda agarra cuerdas puente facewithtearsofjoy,Good Nerd Face Hey Movement Remember Mantis Kung Fu Panda grabs strings Facewithtearsofjoy bridge,Good Nerd Face Hey Movement Remember Mantis Kung Fu Panda grabs strings Facewithtearsofjoy bridge,Neutral,0.60198814
654,2023-11-14,21:21:37,agree thumbsupmediumskintone cronica avente,Agree thumbs up medium skin tone chronic tone,Agree thumbs up medium skin tone chronic tone,Positive,0.68242913
655,2023-11-14,18:00:50,gracias thumbsup,Thanks Thumbsup,Thanks Thumbsup,Positive,0.915757
656,2023-11-16,16:22:08,rapido,rapid,rapid,Neutral,0.49336222
657,2023-11-17,13:44:00,encanta tenee smilingfacewithhearts,encanto renee smiling face with hearts,encanto renee smiling face with hearts,Positive,0.7140325
658,2023-11-18,23:34:22,gracias carnal,Thanks carnal,Thanks carnal,Positive,0.5652997
659,2023-11-21,21:20:08,dudo sido hahahahahahaha,I doubt Hahahahahaha,I doubt Hahahahahaha,Neutral,0.6953122
660,2023-11-23,12:49:47,ofrece 3msi seria bueno ver si verdad,offers 3msi it would be good to see if true,offers 3msi it would be good to see if true,Positive,0.6746708
661,2023-11-25,17:23:29,beneficios mercado mas competitivo,Most competitive market benefits,Most competitive market benefits,Positive,0.74796295
